ID,REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,PRIZMRUR,PRIZMUB,PRIZMTWN,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL
1294,86,1271,90,0.99,15,0,9.5,-4.1,10,4.3,94,6,2.7,291,49,39,320,148,15,0,5,0,22,2,2,OHICOL614,5,3,116,1034033,28,30,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,130,0
1295,50,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,1,DENBOU303,1,1,637,1035998,48,48,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1296,92,409,52,0,0,0,-409,-141,1.3,4.3,18,0.67,0,150,31,12,56,39,5.7,0,1.7,0,9,1,1,MIASUG305,2,2,209,1080906,40,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,150,0
1297,32,127,25,0,19,0.098,99,22,3,0.67,8.7,0,0,12,12,0,50,22,3.7,0,0,1,21,1,1,NYCBRO917,1,1,635,1029792,56,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1298,75,1535,105,0.5,0,0,-14,-74,3,0,41,7.3,2.7,408,22,0,168,105,3,0,0,1,22,4,1,SLCKAY801,2,1,375,1041313,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,150,0
1299,96,1106,50,0,158,0,316,49,4,12,80,0,0.33,335,21,80,196,137,16,0,1.7,0,19,1,1,SANSAN210,2,2,380,1027276,32,52,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,30,0
1300,140,1527,55,3.7,184,0,684,168,11,0,1.3,0.67,0,294,47,6.3,115,164,11,0,6,0,30,4,1,NYCSUF516,5,4,134,1010293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,200,0
1301,60,46,60,0.5,0,0,12,0.5,0.33,0,4.7,0,0,4.9,4.3,2,19,8,0.33,0,0.33,0,33,3,3,LAXSAN714,3,3,173,1099709,44,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,30,0
1302,10,43,10,0,0,0,15,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,SEASEA206,1,1,286,1066019,62,64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,9,0,0,1,0,0
1303,19,53,10,0,9.3,6.2,-7.8,-0.62,0,1.3,0.33,0,0,3.7,8,2.3,8.3,8.3,1.3,0,0,0,29,4,4,NCRRIC804,1,1,864,1018459,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1304,50,181,60,0,0,0,64,0,0.67,3.3,12,2.7,0,10,3.3,2,35,22,4,0,0,0,7,1,1,NMXEAG830,1,1,189,1097322,42,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0
1305,67,561,45,0.25,78,0,333,64,14,0,74,0,0.33,128,44,11,142,116,14,0,1.7,0,7,2,2,NYCBRO917,1,1,202,1082803,24,50,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,4,0,0,1,0,0
1306,26,87,25,0,0,0,-64,-5.9,1.3,2,5.3,0,0,5.8,3,1.3,12,12,3.3,0,0,1,18,1,1,OHICOL614,1,1,542,1045367,30,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,7,1,0,1,0,0
1307,86,924,95,1.2,0,0,125,1.7,15,3,98,14,0.67,201,101,89,255,257,18,0,0,1,15,1,1,NYCNEW201,1,1,436,1058397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1308,47,247,31,0,35,0,272,35,2.3,0.33,24,0.33,0,25,8.7,2,52,38,2.7,0,1.3,1,15,2,2,PHIPHI215,1,1,451,1043721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1309,34,628,40,0,1.3,0,73,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,FLNJAC904,1,1,369,1069455,52,28,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0
1310,135,2489,85,0.25,443,4.9,-1597,-50,44,15,147,0.33,0,831,163,184,842,211,59,0,31,1,55,2,2,SANAUS512,6,5,109,1000247,68,68,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,30,0
1311,30,440,40,0,0,0,26,0,1.7,2.7,46,7,0,57,11,6,74,67,4.3,0,0,1,17,1,1,ATLANE678,1,1,490,1051158,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1312,43,301,30,0,0,0,9.5,38,12,0.33,56,0,0.67,47,6.7,0,71,110,13,0,0.67,1,37,1,1,PHIJEN215,2,2,418,1005011,62,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,30,0
1313,32,23,30,1.7,0,0,25,1.2,0,0.67,1.3,0,0,0,0,0,2.7,0.67,0.67,0,0,0,22,1,1,FLNBRD941,1,1,661,1039460,74,68,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0
1314,53,433,50,0,0,0.098,19,-0.097,0.67,18,3.3,0,0.33,65,18,9,89,16,19,0,0,0,17,1,1,HWIHON808,2,2,499,1042133,60,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,30,0
1315,35,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,SEAEUG541,1,1,399,1074947,42,20,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1316,39,322,45,1.2,7.5,0.35,1,-0.71,1,1.7,17,0,0,10,2.3,0.67,64,20,2.7,0,0,0,11,1,1,NCRASH336,1,1,316,1080222,48,44,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0
1317,80,916,60,1.2,94,0,123,-18,5.7,4.3,51,5.7,0.33,220,58,14,99,225,10,0,7,1,13,1,1,FLNTAM813,2,2,43,1056961,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,10,0
1318,67,680,70,3,0,0,-122,0,2,0,26,6,0,319,35,12,78,64,2,0,0,1,11,1,1,DETWYN734,2,2,125,1089796,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,130,0
1319,188,801,23,0,468,0,-486,-188,21,16,29,0,1,128,94,4.7,249,73,36,0,4,0,19,1,1,DALDAL214,1,1,579,1028585,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,1
1320,10,70,10,0,0,0,-22,0,1,0,0,0,0,9.5,9.7,5,17,19,1,0,0,0,23,2,2,NYCNAS516,2,2,208,1027226,30,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,30,0
1321,12,400,10,0,0,0,-364,-1.7,5.7,3,58,0,0.33,104,36,14,119,101,8.7,0,2.7,1,41,3,3,LAXANA714,3,3,749,1098106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,10,1
1322,49,308,56,0.74,0,0.16,-38,-2.9,2,0,12,0.33,0,60,31,11,79,30,2,0,1,0,9,3,3,DETPON248,1,1,284,1076684,30,28,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,9,0,0,1,0,0
1323,42,131,42,0,0,0,-9.5,0,3,0.67,2.3,0,0,15,2,5,33,13,3.7,0,0,1,38,2,2,OHICIN513,1,1,1151,1005241,42,42,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,9,0,0,1,0,0
1324,52,727,60,0,0,1.4,-194,-1.8,12,20,41,1.7,0,207,58,10,115,99,32,0,1.7,1,11,1,1,APCSVP443,1,1,344,1055800,48,50,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
1325,58,101,62,0.5,0,0.2,-12,-17,2.7,0.33,10,2,0.33,9.5,2.7,0,41,10,3,0,0,0,6,1,1,NYCCIT914,1,1,184,1093084,56,54,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
1326,59,873,74,0,79,4.8,14,-8.7,9.7,8.7,31,5.3,0,240,18,11,142,99,18,0,1.3,1,36,2,2,MIAPSL561,2,2,727,1008882,36,34,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,30,0
1327,102,1139,45,0.74,167,0.098,293,106,10,8,49,0.67,0.33,282,49,11,131,175,20,0,6,1,26,1,1,OHICIN513,2,2,241,1021293,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,30,0
1328,30,58,40,0,0,0,19,0,0,0.33,6.3,0,0,5.6,13,0,22,8.3,0.33,0,0,0,15,1,1,KCYKCK913,1,1,438,1057982,46,46,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,7,0,0,1,0,0
1329,44,59,8.7,0,0,0,-59,106,0.67,2,13,0.67,0,26,2.7,0,43,8,2.7,0,0,0,28,1,1,OHICOL614,3,2,189,1020616,40,40,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,30,0
1330,53,658,50,0,7,0,-158,-1.4,6,6,36,4.7,0.33,232,14,14,102,146,12,0,1.3,1,15,1,1,NMXALB505,2,2,269,1055714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
1331,4.4,71,4.4,0,0,0,-71,-4.4,1.7,0,5,0.33,0,14,4.7,4.3,28,13,1.7,0,0.33,1,13,2,2,DETTOL419,4,3,253,1066592,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,30,0
1332,66,275,77,0,0,0,78,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,LAXRIV909,1,1,247,1071617,34,34,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,1,0,0
1333,32,175,30,0.25,0,0,-21,-1.5,3.7,0,0.33,0,0,0.15,0.33,0,20,27,3.7,0,0,1,18,1,1,NYCMAN917,1,1,548,1034482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1334,45,0,45,0,0,0,0,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,2,SFRSMO650,4,3,301,1038050,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0
1335,32,100,30,0.25,0,1.4,-30,-1.6,3.7,1.3,15,0,0.33,1.9,1,0,23,19,5,0,0,1,21,1,1,NYCKPT732,1,1,633,1036383,44,50,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0
1336,49,109,55,0,0,0,-103,0,10,0.33,23,0,0.67,31,12,1.7,36,22,10,0,0.67,1,11,1,1,BOSBOS617,1,1,309,1083083,52,52,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0
1337,83,1594,45,0,130,2.4,-109,-48,23,4.7,32,3.3,0,24,21,3.7,49,72,27,0,0.67,1,7,1,1,NMXELP915,1,1,206,1081108,48,20,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,1,0,0
1338,31,88,30,1.2,0,0,10,-0.25,1.3,0.67,10,0,0,9.6,13,1.7,29,10,2,0,0,1,30,1,1,APCFRD301,1,1,898,1013050,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1339,49,187,60,0,0.5,0,2.3,0.98,1,1.3,11,0,0,13,6.7,1,40,14,2.3,0,0,0,7,1,1,HOUHOU281,1,1,218,1077695,42,54,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1340,158,724,44,0,143,71,-82,-11,10,5.3,55,0,0,131,24,1.7,109,27,15,0,2.3,0,14,1,1,NCRGRB757,1,1,397,1075350,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
1341,54,205,30,0,74,0,-17,-4.9,2.7,1.3,17,0,0.67,55,10,0,53,58,4,0,0.33,1,7,1,1,FLNWNP407,1,1,209,1096562,88,84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1342,49,130,35,0,10,0,-32,-49,1.7,0,1.7,0,0,11,3.7,0,39,12,1.7,0,0,0,15,1,1,NYCNAS516,2,2,81,1042984,54,50,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,0,130,0
1343,57,586,50,7.4,0,1.4,-169,-1.4,7,1.3,57,6,2,161,34,9.3,135,174,8.3,0,3.7,0,12,1,1,SFROAK510,2,2,107,1063291,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,0
1344,134,727,63,0,185,0,-140,-59,5,1.3,18,0,0,168,54,20,200,40,6.3,0,1.7,0,12,1,1,PHICHC215,2,2,93,1085703,54,54,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,2,0,9,0,0,0,150,0
1345,53,426,50,0.25,0,0,10,-0.25,4,0,24,9.7,0,64,9.7,2.3,110,50,4,0,8.7,1,19,1,1,NYCQUE917,1,1,561,1043439,32,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1346,38,566,45,0.25,5,0.82,-20,-2.8,10,1,42,0,0,8.9,6.7,1.3,58,66,11,0,0,1,11,1,1,APCFCH703,1,1,327,1077522,44,28,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0
1347,9.7,95,9.7,0,0,0,68,0.32,0.33,1.3,1.3,0,0,9.2,5.3,0.33,11,11,1.7,0,0,0,17,2,2,CHINBK847,1,1,523,1042635,46,44,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0
1348,41,455,40,0.74,0,0,179,-0.74,2.7,0,38,4.7,1.3,32,41,0,64,50,2.7,0,0,0,15,1,1,NYCNEW732,1,1,430,1069503,26,54,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0
1349,27,141,30,0,0,0,-141,-0.38,0.67,2.7,1,4.7,0,0,0,0,5.3,10,3.3,0,0,1,21,2,2,NYCWHI914,1,1,626,1032564,68,66,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,7,1,0,1,0,0
1350,82,924,41,0,13,0,-190,-42,5.7,6.3,53,6,0,134,5.7,1.7,39,88,12,0,0.33,1,29,1,1,NNYROC716,1,1,880,1017204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1351,64,283,10,0.74,0,47,-111,-41,6.3,1.7,19,0,0,15,26,5,49,28,8,0,0,0,23,2,2,NNYROC716,2,2,537,1030082,40,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,80,0
1352,75,1101,50,1.5,89,0,-175,-23,12,2.3,54,0,1,343,43,16,74,234,14,0,7,1,18,2,2,DALFTW817,2,2,261,1041090,48,48,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,30,0
1353,57,251,30,0.5,64,4.3,36,9.9,1,8.7,5.3,0,0,76,7,0,76,29,9.7,0,0.67,1,28,1,1,NCRCHA704,3,3,321,1015739,38,34,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,6,0,0,0,40,1
1354,54,577,60,0,0,3.7,-87,-4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,INDIND317,1,1,276,1067402,38,34,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,4,0,0,1,0,0
1355,50,338,50,0,8,0,-70,0,7.7,0,6.7,0,0.67,113,35,11,56,43,7.7,0,0.67,1,24,1,1,LAXBEV310,2,2,312,1020168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
1356,52,83,10,0,42,0,5.5,-4.3,1,0.67,5.7,0,0,22,0.33,1.3,15,14,1.7,0,0,1,27,1,1,NOLKEN504,2,2,431,1014946,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0
1357,31,77,30,0.74,0,0,9.3,-0.52,0,1.3,3.3,0,0,0,0.67,0,18,6.7,1.3,0,0,0,26,1,1,MINSTP612,1,1,795,1015750,44,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1358,38,153,30,5,7.3,0.39,24,-3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,NYCMAN917,1,1,575,1048312,36,38,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1359,24,207,10,0,54,0.2,-119,-8.1,1,4.3,13,0.67,0,27,10,7.3,58,15,5.3,0,0.67,1,12,2,2,FLNORL407,1,1,365,1053047,52,78,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1360,63,1723,70,0,9.8,0,-119,-2.9,7,4,15,4,0,1118,52,81,116,146,11,0,6.7,0,18,1,1,DALDAL214,3,2,184,1047707,44,36,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,150,0
1361,57,625,55,0.25,22,0.098,-49,22,4,5.3,35,0,0.33,178,16,9.7,62,94,9.3,0,4,0,13,1,1,STLCOL618,1,1,375,1081075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1362,47,349,47,0.99,0,0,-86,0.99,15,0,11,0,0,124,27,23,148,14,15,0,0.67,1,35,3,2,NEVSDG619,3,3,104,1099710,62,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,150,0
1363,67,634,45,0.99,104,0,107,47,31,4,17,1.3,0.67,160,78,14,92,91,36,0,1.3,1,11,1,1,NYCQUE917,1,1,331,1068362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0
1364,43,615,45,0,24,0.098,44,-8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,MILMIL414,1,1,341,1074261,54,50,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,7,0,0,1,0,0
1365,51,181,30,0,62,0,-99,-22,1.3,0,6.7,0,0,35,6,0,44,6.7,1.3,0,0.33,1,22,1,1,SEAEVE425,1,1,661,1021423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1366,23,83,20,0,7.5,0,-14,-2.9,5,0.33,2.7,0,0,2.8,0,0.33,23,1.7,5.3,0,0.33,0,19,1,1,PHIARD610,1,1,576,1041867,38,36,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0
1367,125,869,55,0,200,0,554,213,5.7,4.3,46,3.3,0,269,50,17,83,144,10,0,1,1,6,2,2,DALDAL214,1,1,188,1092764,28,66,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0
1368,35,241,40,0.74,0,0,42,-0.74,1,2,6,0.33,0,67,8,12,43,22,3,0,0,0,14,2,2,NCRVIR757,1,1,405,1063885,32,30,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
1369,51,634,55,1.5,10,1.5,-60,3.6,18,3.7,55,17,0,93,37,12,141,171,21,0,3,0,25,1,1,NNYROC716,4,4,214,1023114,32,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,100,0
1370,20,25,17,0,1.8,2.2,-12,-3.2,0.67,0.67,0.33,0,0,3.3,0,0,6.3,1,1.3,0,0,0,22,1,1,KCYKCK913,1,1,658,1026600,30,28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0
